Origin,Destination,Estimated_Flow
R5_164.22,R90_25.37,253.50996376811594
R5_164.22,R405_30.32,253.50996376811594
R5_164.22,R520_12.83,15838.147772951472
R5_167.8,R5_104.81,253.50996376811594
R5_167.8,R5_111.43,253.50996376811594
R5_167.8,R5_127.13,253.50996376811594
R5_167.8,R5_131.35,253.50996376811594
R5_167.8,R5_133.66,253.50996376811594
R5_167.8,R5_152.72,253.50996376811594
R5_167.8,R5_164.22,253.50996376811594
R5_167.8,R5_181.31,253.50996376811594
R5_167.8,R90_2.79,253.50996376811594
R5_167.8,R90_11.64,253.50996376811594
R5_167.8,R405_0.0,253.50996376811594
R5_167.8,R405_2.26,253.50996376811594
R5_167.8,R405_10.93,253.50996376811594
R5_167.8,R405_14.83,253.50996376811594
R5_167.8,R405_30.21,253.50996376811594
R5_167.8,R520_0.0,253.50996376811594
R5_167.8,R520_6.93,253.50996376811594
R5_167.8,R5_100.93,253.50996376811594
R5_167.8,R5_218.33,8713.842808667056
R5_167.8,R90_1.94,253.50996376811594
R5_167.8,R90_25.37,253.50996376811594
R5_167.8,R405_30.32,253.50996376811594
R5_167.8,R520_12.83,15838.147772951472
R5_181.31,R5_104.81,253.50996376811594
R5_181.31,R5_111.43,253.50996376811594
R5_181.31,R5_127.13,253.50996376811594
R5_181.31,R5_131.35,253.50996376811594
R5_181.31,R5_133.66,253.50996376811594
R5_181.31,R5_152.72,253.50996376811594
R5_181.31,R5_164.22,253.50996376811594
R5_181.31,R5_167.8,253.50996376811594
R5_181.31,R90_2.79,253.50996376811594
R5_181.31,R90_11.64,253.50996376811594
R5_181.31,R405_0.0,253.50996376811594
R5_181.31,R405_2.26,253.50996376811594
R5_181.31,R405_10.93,253.50996376811594
R5_181.31,R405_14.83,253.50996376811594
R5_181.31,R405_30.21,253.50996376811594
R5_181.31,R520_0.0,253.50996376811594
R5_181.31,R520_6.93,253.50996376811594
R5_181.31,R5_100.93,253.50996376811594
R5_181.31,R5_218.33,8713.842808667056
R5_181.31,R90_1.94,253.50996376811594
R5_181.31,R90_25.37,253.50996376811594
R5_181.31,R405_30.32,253.50996376811594
R5_181.31,R520_12.83,15838.147772951472
R90_2.79,R5_104.81,253.50996376811594
R90_2.79,R5_111.43,253.50996376811594
R90_2.79,R5_127.13,253.50996376811594
R90_2.79,R5_131.35,253.50996376811594
R90_2.79,R5_133.66,253.50996376811594
R90_2.79,R5_152.72,253.50996376811594
R90_2.79,R5_164.22,253.50996376811594
R90_2.79,R5_167.8,253.50996376811594
R90_2.79,R5_181.31,253.50996376811594
R90_2.79,R90_11.64,253.50996376811594
R90_2.79,R405_0.0,253.50996376811594
R90_2.79,R405_2.26,253.50996376811594
R90_2.79,R405_10.93,253.50996376811594
R90_2.79,R405_14.83,253.50996376811594
R90_2.79,R405_30.21,253.50996376811594
R90_2.79,R520_0.0,253.50996376811594
R90_2.79,R520_6.93,253.50996376811594
R90_2.79,R5_100.93,253.50996376811594
R90_2.79,R5_218.33,253.50996376811594
R90_2.79,R90_1.94,253.50996376811594
R90_2.79,R90_25.37,253.50996376811594
R90_2.79,R405_30.32,5474.135931047236
R90_2.79,R520_12.83,253.50996376811594
R90_11.64,R5_104.81,253.50996376811594
R90_11.64,R5_111.43,253.50996376811594
R90_11.64,R5_127.13,253.50996376811594
R90_11.64,R5_131.35,253.50996376811594
R90_11.64,R5_133.66,253.50996376811594
R90_11.64,R5_152.72,253.50996376811594
R90_11.64,R5_164.22,253.50996376811594
R90_11.64,R5_167.8,253.50996376811594
R90_11.64,R5_181.31,253.50996376811594
R90_11.64,R90_2.79,253.50996376811594
R90_11.64,R405_0.0,253.50996376811594
R90_11.64,R405_2.26,253.50996376811594
R90_11.64,R405_10.93,253.50996376811594
R90_11.64,R405_14.83,253.50996376811594
R90_11.64,R405_30.21,253.50996376811594
R90_11.64,R520_0.0,253.50996376811594
R90_11.64,R520_6.93,253.50996376811594
R90_11.64,R5_100.93,253.50996376811594
R90_11.64,R5_218.33,253.50996376811594
R90_11.64,R90_1.94,253.50996376811594
R90_11.64,R90_25.37,253.50996376811594
R90_11.64,R405_30.32,253.50996376811594
R90_11.64,R520_12.83,253.50996376811594
R405_0.0,R5_104.81,253.50996376811594
R405_0.0,R5_111.43,253.50996376811594
R405_0.0,R5_127.13,253.50996376811594
R405_0.0,R5_131.35,253.50996376811594
R405_0.0,R5_133.66,253.50996376811594
R405_0.0,R5_152.72,253.50996376811594
R405_0.0,R5_164.22,253.50996376811594
R405_0.0,R5_167.8,253.50996376811594
R405_0.0,R5_181.31,253.50996376811594
R405_0.0,R90_2.79,253.50996376811594
R405_0.0,R90_11.64,253.50996376811594
R405_0.0,R405_2.26,253.50996376811594
R405_0.0,R405_10.93,253.50996376811594
R405_0.0,R405_14.83,253.50996376811594
R405_0.0,R405_30.21,253.50996376811594
R405_0.0,R520_0.0,253.50996376811594
R405_0.0,R520_6.93,253.50996376811594
R405_0.0,R5_100.93,253.50996376811594
R405_0.0,R5_218.33,253.50996376811594
R405_0.0,R90_1.94,253.50996376811594
R405_0.0,R90_25.37,253.50996376811594
R405_0.0,R405_30.32,5474.135931047236
R405_0.0,R520_12.83,253.50996376811594
R405_2.26,R5_104.81,253.50996376811594
R405_2.26,R5_111.43,253.50996376811594
R405_2.26,R5_127.13,253.50996376811594
R405_2.26,R5_131.35,253.50996376811594
R405_2.26,R5_133.66,253.50996376811594
R405_2.26,R5_152.72,253.50996376811594
R405_2.26,R5_164.22,253.50996376811594
R405_2.26,R5_167.8,253.50996376811594
R405_2.26,R5_181.31,253.50996376811594
R405_2.26,R90_2.79,253.50996376811594
R405_2.26,R90_11.64,253.50996376811594
R405_2.26,R405_0.0,253.50996376811594
R405_2.26,R405_10.93,253.50996376811594
R405_2.26,R405_14.83,253.50996376811594
R405_2.26,R405_30.21,253.50996376811594
R405_2.26,R520_0.0,253.50996376811594
R405_2.26,R520_6.93,253.50996376811594
R405_2.26,R5_100.93,253.50996376811594
R405_2.26,R5_218.33,253.50996376811594
R405_2.26,R90_1.94,253.50996376811594
R405_2.26,R90_25.37,253.50996376811594
R405_2.26,R405_30.32,253.50996376811594
R405_2.26,R520_12.83,253.50996376811594
R405_10.93,R5_104.81,253.50996376811594
R405_10.93,R5_111.43,253.50996376811594
R405_10.93,R5_127.13,253.50996376811594
R405_10.93,R5_131.35,253.50996376811594
R405_10.93,R5_133.66,253.50996376811594
R405_10.93,R5_152.72,253.50996376811594
R405_10.93,R5_164.22,253.50996376811594
R405_10.93,R5_167.8,253.50996376811594
R405_10.93,R5_181.31,253.50996376811594
R405_10.93,R90_2.79,253.50996376811594
R405_10.93,R90_11.64,253.50996376811594
R405_10.93,R405_0.0,253.50996376811594
R405_10.93,R405_2.26,253.50996376811594
R405_10.93,R405_14.83,253.50996376811594
R405_10.93,R405_30.21,253.50996376811594
R405_10.93,R520_0.0,253.50996376811594
R405_10.93,R520_6.93,253.50996376811594
R405_10.93,R5_100.93,253.50996376811594
R405_10.93,R5_218.33,253.50996376811594
R405_10.93,R90_1.94,253.50996376811594
R405_10.93,R90_25.37,253.50996376811594
R405_10.93,R405_30.32,253.50996376811594
R405_10.93,R520_12.83,253.50996376811594
R405_14.83,R5_104.81,253.50996376811594
R405_14.83,R5_111.43,253.50996376811594
R405_14.83,R5_127.13,253.50996376811594
R405_14.83,R5_131.35,253.50996376811594
R405_14.83,R5_133.66,253.50996376811594
R405_14.83,R5_152.72,253.50996376811594
R405_14.83,R5_164.22,253.50996376811594
R405_14.83,R5_167.8,253.50996376811594
R405_14.83,R5_181.31,253.50996376811594
R405_14.83,R90_2.79,253.50996376811594
R405_14.83,R90_11.64,253.50996376811594
R405_14.83,R405_0.0,253.50996376811594
R405_14.83,R405_2.26,253.50996376811594
R405_14.83,R405_10.93,253.50996376811594
R405_14.83,R405_30.21,253.50996376811594
R405_14.83,R520_0.0,253.50996376811594
R405_14.83,R520_6.93,253.50996376811594
R405_14.83,R5_100.93,253.50996376811594
R405_14.83,R5_218.33,253.50996376811594
R405_14.83,R90_1.94,253.50996376811594
R405_14.83,R90_25.37,253.50996376811594
R405_14.83,R405_30.32,253.50996376811594
R405_14.83,R520_12.83,253.50996376811594
R405_30.21,R5_104.81,253.50996376811594
R405_30.21,R5_111.43,253.50996376811594
R405_30.21,R5_127.13,253.50996376811594
R405_30.21,R5_131.35,253.50996376811594
R405_30.21,R5_133.66,253.50996376811594
R405_30.21,R5_152.72,253.50996376811594
R405_30.21,R5_164.22,253.50996376811594
R405_30.21,R5_167.8,253.50996376811594
R405_30.21,R5_181.31,253.50996376811594
R405_30.21,R90_2.79,253.50996376811594
R405_30.21,R90_11.64,253.50996376811594
R405_30.21,R405_0.0,253.50996376811594
R405_30.21,R405_2.26,253.50996376811594
R405_30.21,R405_10.93,253.50996376811594
R405_30.21,R405_14.83,253.50996376811594
R405_30.21,R520_0.0,253.50996376811594
R405_30.21,R520_6.93,253.50996376811594
R405_30.21,R5_100.93,253.50996376811594
R405_30.21,R5_218.33,253.50996376811594
R405_30.21,R90_1.94,253.50996376811594
R405_30.21,R90_25.37,253.50996376811594
R405_30.21,R405_30.32,5474.135931047236
R405_30.21,R520_12.83,253.50996376811594
R520_0.0,R5_104.81,253.50996376811594
R520_0.0,R5_111.43,253.50996376811594
R520_0.0,R5_127.13,253.50996376811594
R520_0.0,R5_131.35,253.50996376811594
R520_0.0,R5_133.66,253.50996376811594
R520_0.0,R5_152.72,253.50996376811594
R520_0.0,R5_164.22,253.50996376811594
R520_0.0,R5_167.8,253.50996376811594
R520_0.0,R5_181.31,253.50996376811594
R520_0.0,R90_2.79,253.50996376811594
R520_0.0,R90_11.64,253.50996376811594
R520_0.0,R405_0.0,253.50996376811594
R520_0.0,R405_2.26,253.50996376811594
R520_0.0,R405_10.93,253.50996376811594
R520_0.0,R405_14.83,253.50996376811594
R520_0.0,R405_30.21,253.50996376811594
R520_0.0,R520_6.93,253.50996376811594
R520_0.0,R5_100.93,253.50996376811594
R520_0.0,R5_218.33,253.50996376811594
R520_0.0,R90_1.94,253.50996376811594
R520_0.0,R90_25.37,253.50996376811594
R520_0.0,R405_30.32,5474.135931047236
R520_0.0,R520_12.83,253.50996376811594
R520_6.93,R5_104.81,253.50996376811594
R520_6.93,R5_111.43,253.50996376811594
R520_6.93,R5_127.13,253.50996376811594
R520_6.93,R5_131.35,253.50996376811594
R520_6.93,R5_133.66,253.50996376811594
R520_6.93,R5_152.72,253.50996376811594
R520_6.93,R5_164.22,253.50996376811594
R520_6.93,R5_167.8,253.50996376811594
R520_6.93,R5_181.31,253.50996376811594
R520_6.93,R90_2.79,253.50996376811594
R520_6.93,R90_11.64,253.50996376811594
R520_6.93,R405_0.0,253.50996376811594
R520_6.93,R405_2.26,253.50996376811594
R520_6.93,R405_10.93,253.50996376811594
R520_6.93,R405_14.83,253.50996376811594
R520_6.93,R405_30.21,253.50996376811594
R520_6.93,R520_0.0,253.50996376811594
R520_6.93,R5_100.93,253.50996376811594
R520_6.93,R5_218.33,253.50996376811594
R520_6.93,R90_1.94,253.50996376811594
R520_6.93,R90_25.37,253.50996376811594
R520_6.93,R405_30.32,253.50996376811594
R520_6.93,R520_12.83,253.50996376811594
R5_100.93,R5_104.81,6915.517060834843
R5_100.93,R5_111.43,11828.798750974667
R5_100.93,R5_127.13,3495.3791941474665
R5_100.93,R5_131.35,14851.821625152492
R5_100.93,R5_133.66,3764.7889266256884
R5_100.93,R5_152.72,253.50996376811594
R5_100.93,R5_164.22,14197.816744257852
R5_100.93,R5_167.8,14197.816744257852
R5_100.93,R5_181.31,253.50996376811594
R5_100.93,R90_2.79,253.50996376811594
R5_100.93,R90_11.64,253.50996376811594
R5_100.93,R405_0.0,253.50996376811594
R5_100.93,R405_2.26,253.50996376811594
R5_100.93,R405_10.93,253.50996376811594
R5_100.93,R405_14.83,253.50996376811594
R5_100.93,R405_30.21,253.50996376811594
R5_100.93,R520_0.0,253.50996376811594
R5_100.93,R520_6.93,253.50996376811594
R5_100.93,R5_218.33,21329.48261717744
R5_100.93,R90_1.94,253.50996376811594
R5_100.93,R90_25.37,253.50996376811594
R5_100.93,R405_30.32,253.50996376811594
R5_100.93,R520_12.83,253.50996376811594
R5_218.33,R5_104.81,253.50996376811594
R5_218.33,R5_111.43,253.50996376811594
R5_218.33,R5_127.13,253.50996376811594
R5_218.33,R5_131.35,253.50996376811594
R5_218.33,R5_133.66,253.50996376811594
R5_218.33,R5_152.72,253.50996376811594
R5_218.33,R5_164.22,253.50996376811594
R5_218.33,R5_167.8,253.50996376811594
R5_218.33,R5_181.31,253.50996376811594
R5_218.33,R90_2.79,253.50996376811594
R5_218.33,R90_11.64,253.50996376811594
R5_218.33,R405_0.0,253.50996376811594
R5_218.33,R405_2.26,253.50996376811594
R5_218.33,R405_10.93,253.50996376811594
R5_218.33,R405_14.83,253.50996376811594
R5_218.33,R405_30.21,253.50996376811594
R5_218.33,R520_0.0,253.50996376811594
R5_218.33,R520_6.93,253.50996376811594
R5_218.33,R5_100.93,253.50996376811594
R5_218.33,R90_1.94,253.50996376811594
R5_218.33,R90_25.37,253.50996376811594
R5_218.33,R405_30.32,253.50996376811594
R5_218.33,R520_12.83,15838.147772951472
R90_1.94,R5_104.81,253.50996376811594
R90_1.94,R5_111.43,253.50996376811594
R90_1.94,R5_127.13,253.50996376811594
R90_1.94,R5_131.35,253.50996376811594
R90_1.94,R5_133.66,253.50996376811594
R90_1.94,R5_152.72,253.50996376811594
R90_1.94,R5_164.22,253.50996376811594
R90_1.94,R5_167.8,253.50996376811594
R90_1.94,R5_181.31,253.50996376811594
R90_1.94,R90_2.79,4337.889859452094
R90_1.94,R90_11.64,253.50996376811594
R90_1.94,R405_0.0,4337.889859452094
R90_1.94,R405_2.26,253.50996376811594
R90_1.94,R405_10.93,4337.889859452094
R90_1.94,R405_14.83,4337.889859452094
R90_1.94,R405_30.21,4337.889859452094
R90_1.94,R520_0.0,253.50996376811594
R90_1.94,R520_6.93,253.50996376811594
R90_1.94,R5_100.93,253.50996376811594
R90_1.94,R5_218.33,253.50996376811594
R90_1.94,R90_25.37,253.50996376811594
R90_1.94,R405_30.32,6680.799720881874
R90_1.94,R520_12.83,253.50996376811594
R90_25.37,R5_104.81,253.50996376811594
R90_25.37,R5_111.43,253.50996376811594
R90_25.37,R5_127.13,253.50996376811594
R90_25.37,R5_131.35,253.50996376811594
R90_25.37,R5_133.66,253.50996376811594
R90_25.37,R5_152.72,253.50996376811594
R90_25.37,R5_164.22,253.50996376811594
R90_25.37,R5_167.8,253.50996376811594
R90_25.37,R5_181.31,253.50996376811594
R90_25.37,R90_2.79,253.50996376811594
R90_25.37,R90_11.64,253.50996376811594
R90_25.37,R405_0.0,253.50996376811594
R90_25.37,R405_2.26,253.50996376811594
R90_25.37,R405_10.93,253.50996376811594
R90_25.37,R405_14.83,253.50996376811594
R90_25.37,R405_30.21,253.50996376811594
R90_25.37,R520_0.0,253.50996376811594
R90_25.37,R520_6.93,253.50996376811594
R90_25.37,R5_100.93,253.50996376811594
R90_25.37,R5_218.33,253.50996376811594
R90_25.37,R90_1.94,253.50996376811594
R90_25.37,R405_30.32,253.50996376811594
R90_25.37,R520_12.83,253.50996376811594
R405_30.32,R5_104.81,253.50996376811594
R405_30.32,R5_111.43,253.50996376811594
R405_30.32,R5_127.13,253.50996376811594
R405_30.32,R5_131.35,253.50996376811594
R405_30.32,R5_133.66,253.50996376811594
R405_30.32,R5_152.72,253.50996376811594
R405_30.32,R5_164.22,253.50996376811594
R405_30.32,R5_167.8,253.50996376811594
R405_30.32,R5_181.31,253.50996376811594
R405_30.32,R90_2.79,253.50996376811594
R405_30.32,R90_11.64,253.50996376811594
R405_30.32,R405_0.0,253.50996376811594
R405_30.32,R405_2.26,253.50996376811594
R405_30.32,R405_10.93,253.50996376811594
R405_30.32,R405_14.83,253.50996376811594
R405_30.32,R405_30.21,253.50996376811594
R405_30.32,R520_0.0,253.50996376811594
R405_30.32,R520_6.93,253.50996376811594
R405_30.32,R5_100.93,253.50996376811594
R405_30.32,R5_218.33,253.50996376811594
R405_30.32,R90_1.94,253.50996376811594
R405_30.32,R90_25.37,253.50996376811594
R405_30.32,R520_12.83,253.50996376811594
R520_12.83,R5_104.81,253.50996376811594
R520_12.83,R5_111.43,253.50996376811594
R520_12.83,R5_127.13,253.50996376811594
R520_12.83,R5_131.35,253.50996376811594
R520_12.83,R5_133.66,253.50996376811594
R520_12.83,R5_152.72,253.50996376811594
R520_12.83,R5_164.22,253.50996376811594
R520_12.83,R5_167.8,253.50996376811594
R520_12.83,R5_181.31,253.50996376811594
R520_12.83,R90_2.79,253.50996376811594
R520_12.83,R90_11.64,253.50996376811594
R520_12.83,R405_0.0,253.50996376811594
R520_12.83,R405_2.26,253.50996376811594
R520_12.83,R405_10.93,253.50996376811594
R520_12.83,R405_14.83,253.50996376811594
R520_12.83,R405_30.21,253.50996376811594
R520_12.83,R520_0.0,253.50996376811594
R520_12.83,R520_6.93,253.50996376811594
R520_12.83,R5_100.93,253.50996376811594
R520_12.83,R5_218.33,253.50996376811594
R520_12.83,R90_1.94,253.50996376811594
R520_12.83,R90_25.37,253.50996376811594
R520_12.83,R405_30.32,253.50996376811594
