p,total_time,avg_speed,total_flow,avg_vc_ratio,congestion_percent,method,improvement_pct
0.0,23984.546538518265,94.30219956882168,1723117.2000000002,0.5539178977272726,12.5,elastic_net,0.0
0.2,23676.25565678561,95.53011789661134,1723117.2000000002,0.5539178977272726,12.5,elastic_net,1.285372984798983
0.4,23576.425964631657,95.9346212032345,1723117.2000000002,0.5539178977272726,12.5,elastic_net,1.70159804035145
0.6,23525.637886209486,96.1417286614313,1723117.2000000002,0.5539178977272726,12.5,elastic_net,1.9133513805307483
0.8,23495.971111505773,96.26312032429504,1723117.2000000002,0.5539178977272726,12.5,elastic_net,2.0370425858494308
1.0,23477.1544853149,96.34027393131511,1723117.2000000002,0.5539178977272726,12.5,elastic_net,2.1154957104922287
