p,total_time,avg_speed,total_flow,avg_vc_ratio,max_vc_ratio,congestion_percent,improvement_pct
0.0,36828.35000930734,87.77326342967487,2464696.0,0.7684728058118987,1.2,45.78833693304535,0.0
0.2,34994.049386368904,92.37411856389396,2464696.0,0.7684728058118987,1.2,45.78833693304535,4.9806755460803025
0.4,34400.072472499494,93.96911793227763,2464696.0,0.7684728058118987,1.2,45.78833693304535,6.5935007574169475
0.6,34097.88836843482,94.80189600361415,2464696.0,0.7684728058118987,1.2,45.78833693304535,7.414021101087807
0.8,33921.373957714044,95.29521036137425,2464696.0,0.7684728058118987,1.2,45.78833693304535,7.893310590506056
1.0,33809.41687046733,95.6107725676524,2464696.0,0.7684728058118987,1.2,45.78833693304535,8.197307612415594
