method,total_time,total_flow,avg_speed,avg_vc_ratio,congestion_percent
fixed_elasticity,23547.334010504157,1723117.2000000002,96.05314526196823,0.5539178977272726,12.5
elastic_net,23547.334010504157,1723117.2000000002,96.05314526196823,0.5539178977272726,12.5
